Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Share_NA,Share_EU,Share_JP,decade_cohort
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,1.16,0.7241379310344828,0.2327586206896552,0.0,2000
1755,Sega Rally Championship,SAT,1995.0,Racing,Sega,0.21,0.16,0.77,0.02,1.16,1.1600000000000001,0.18103448275862066,0.13793103448275862,0.6637931034482758,1990
1756,Test Drive: Off Road,PS,1997.0,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,1.1700000000000002,0.5555555555555555,0.376068376068376,0.0,1990
1757,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16,1.1600000000000001,0.43103448275862066,0.3362068965517241,0.017241379310344827,2000
1758,Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive,0.54,0.51,0.0,0.12,1.16,1.17,0.4615384615384616,0.43589743589743596,0.0,2010
1759,Rocksmith,PS3,2011.0,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16,1.16,0.4482758620689656,0.32758620689655177,0.07758620689655173,2010
1760,LEGO Star Wars: The Video Game,XB,2005.0,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16,1.16,0.7155172413793104,0.24137931034482762,0.0,2000
1761,FIFA Soccer 10,PSP,2009.0,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16,1.1600000000000001,0.1293103448275862,0.5862068965517241,0.008620689655172414,2000
1762,Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.16,1.1500000000000001,0.44347826086956516,0.4695652173913043,0.0,2010
1763,Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,1.15,0.0,0.9913043478260869,0.0,2000
1764,Omerta: City of Gangsters,PS3,2011.0,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15,1.15,0.4521739130434783,0.4,0.0,2010
1765,Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,1.15,0.4869565217391305,0.3826086956521739,0.0,2000
1766,Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15,1.15,0.49565217391304345,0.28695652173913044,0.0782608695652174,2000
1767,Bad Boys: Miami Takedown,PS2,2004.0,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,1.15,0.4869565217391305,0.3826086956521739,0.0,2000
1768,Kaboom!,2600,1980.0,Misc,Activision,1.07,0.07,0.0,0.01,1.15,1.1500000000000001,0.9304347826086956,0.0608695652173913,0.0,1980
1769,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15,1.14,0.3859649122807018,0.4035087719298246,0.052631578947368425,2010
1770,Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.69,0.35,0.01,0.11,1.15,1.1600000000000001,0.5948275862068965,0.3017241379310344,0.008620689655172414,2000
1771,Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,1.1500000000000001,0.0,0.9739130434782608,0.0,2000
1772,Qix,GB,1990.0,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,1.15,0.44347826086956527,0.1739130434782609,0.3565217391304348,1990
1773,Derby Stallion III,SNES,1995.0,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15,1.15,0.0,0.0,1.0,1990
1774,Doraemon,NES,1986.0,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15,1.15,0.0,0.0,1.0,1980
1775,High School Musical 2: Work This Out!,DS,2008.0,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15,1.15,0.4347826086956522,0.4521739130434783,0.0,2000
1776,Ratchet & Clank: All 4 One,PS3,2011.0,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15,1.1400000000000001,0.6578947368421052,0.19298245614035087,0.043859649122807015,2010
1777,Donkey Konga,GC,2003.0,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,1.1500000000000001,0.4347826086956521,0.13913043478260867,0.39999999999999997,2000
1778,Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15,1.15,0.391304347826087,0.44347826086956527,0.0,2010
1779,Dragon Quest I & II,SNES,1993.0,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15,1.15,0.0,0.0,1.0,1990
1780,Tak and the Power of Juju,PS2,2003.0,Platform,THQ,0.56,0.44,0.0,0.15,1.15,1.15,0.4869565217391305,0.3826086956521739,0.0,2000
1781,Asteroids,PS,1998.0,Shooter,Success,0.64,0.43,0.0,0.07,1.15,1.1400000000000001,0.5614035087719298,0.3771929824561403,0.0,1990
1782,Puyo Puyo Sun Ketteiban,PS,1997.0,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15,1.1400000000000001,0.0,0.0,0.9385964912280701,1990
1783,Pokemon Rumble Blast,3DS,2011.0,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,1.1500000000000001,0.40869565217391296,0.2260869565217391,0.3043478260869565,2010
1784,Action Bass,PS,2000.0,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,1.14,1.1400000000000001,0.5614035087719298,0.3771929824561403,0.0,2000
1785,Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,0.44,0.34,0.25,0.11,1.14,1.1400000000000001,0.38596491228070173,0.2982456140350877,0.21929824561403508,2000
1786,Shadow of the Colossus,PS2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,1.1400000000000001,0.6842105263157894,0.026315789473684206,0.17543859649122806,2000
1787,Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,1.1400000000000001,0.21929824561403508,0.14912280701754385,0.5701754385964912,1990
1788,Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,1.1400000000000001,0.27192982456140347,0.026315789473684206,0.6666666666666666,2000
1789,Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,1.15,0.8260869565217391,0.034782608695652174,0.0,2000
1790,Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14,1.14,0.2719298245614035,0.5175438596491229,0.01754385964912281,2000
1791,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14,1.15,0.22608695652173916,0.6521739130434783,0.0,2000
1792,South Park,N64,1998.0,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14,1.1500000000000001,0.7826086956521738,0.19999999999999998,0.0,1990
1793,Commando,NES,1986.0,Action,Capcom,0.71,0.16,0.25,0.03,1.14,1.1500000000000001,0.617391304347826,0.13913043478260867,0.21739130434782605,1980
1794,Pilotwings,SNES,1990.0,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,1.13,0.4070796460176992,0.1504424778761062,0.42477876106194695,1990
1795,Resident Evil - Code: Veronica,DC,2000.0,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,1.14,0.35964912280701755,0.2017543859649123,0.41228070175438597,2000
1796,Super R.C. Pro-Am,GB,1991.0,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,1.14,0.5087719298245614,0.32456140350877194,0.13157894736842105,1990
1797,The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,1.14,0.6228070175438597,0.33333333333333337,0.0,2000
1798,LEGO Star Wars: The Video Game,GBA,2005.0,Action,Eidos Interactive,0.82,0.3,0.0,0.02,1.14,1.14,0.7192982456140351,0.2631578947368421,0.0,2000
1799,Royal Palace of White Sword and The City of Gentiles,PS2,2005.0,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.14,1.13,0.0,0.4513274336283186,0.0,2000
1800,Guitar Hero 5,X360,2009.0,Misc,Activision,0.65,0.37,0.0,0.11,1.14,1.1300000000000001,0.5752212389380531,0.327433628318584,0.0,2000
1801,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001.0,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,1.1300000000000001,0.10619469026548671,0.08849557522123894,0.7787610619469025,2000
1802,Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,1.13,0.6194690265486725,0.3451327433628319,0.008849557522123895,2000
1803,MechAssault,XB,2002.0,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,1.1400000000000001,0.8859649122807016,0.08771929824561403,0.0,2000
1804,ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13,1.13,0.4424778761061947,0.36283185840707965,0.05309734513274337,2010
1805,LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,1.1300000000000001,0.5398230088495575,0.3805309734513274,0.0,2010
1806,Derby Stallion 99,PS,1999.0,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13,1.1300000000000001,0.0,0.0,0.9380530973451326,1990
1807,Cars,GBA,2006.0,Racing,THQ,0.81,0.3,0.0,0.02,1.13,1.1300000000000001,0.7168141592920354,0.2654867256637168,0.0,2000
1808,Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,1.13,0.29203539823008856,0.3274336283185841,0.3274336283185841,2010
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,1.13,0.8761061946902655,0.10619469026548674,0.0,2000
1810,WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.13,1.1300000000000001,0.33628318584070793,0.49557522123893805,0.0,2010
1811,Donkey Kong,NES,1983.0,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,1.1300000000000001,0.20353982300884954,0.04424778761061947,0.743362831858407,1980
1812,Jampack Winter '98,PS,1998.0,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13,1.1300000000000001,0.5575221238938053,0.3805309734513274,0.0,1990
1813,WWE 2K14,X360,2013.0,Sports,Take-Two Interactive,0.64,0.39,0.0,0.1,1.13,1.1300000000000001,0.5663716814159292,0.34513274336283184,0.0,2010
1814,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13,1.1300000000000001,0.30088495575221236,0.49557522123893805,0.035398230088495575,2010
1815,Yakuza 3,PS3,2009.0,Action,Sega,0.21,0.21,0.62,0.08,1.13,1.12,0.18749999999999997,0.18749999999999997,0.5535714285714285,2000
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005.0,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13,1.1300000000000001,0.7168141592920354,0.2654867256637168,0.0,2000
1817,The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,0.67,0.3,0.0,0.15,1.13,1.1199999999999999,0.5982142857142858,0.26785714285714285,0.0,2000
1818,Dragon Age II,X360,2011.0,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12,1.12,0.6428571428571428,0.26785714285714285,0.008928571428571428,2010
1819,Moon Patrol,2600,1982.0,Shooter,Atari,1.05,0.06,0.0,0.01,1.12,1.12,0.9375,0.05357142857142856,0.0,1980
1820,Supercar Street Challenge,PS2,2001.0,Racing,Activision,0.55,0.43,0.0,0.14,1.12,1.12,0.49107142857142855,0.3839285714285714,0.0,2000
1821,Pilotwings 64,N64,1996.0,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,1.12,0.5,0.21428571428571425,0.26785714285714285,1990
1822,Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12,1.12,0.5625,0.33035714285714285,0.017857142857142856,2010
1823,Final Fantasy XIV: A Realm Reborn,PS3,2013.0,Role-Playing,Square Enix,0.36,0.33,0.28,0.15,1.12,1.1199999999999999,0.32142857142857145,0.2946428571428572,0.25000000000000006,2010
1824,Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12,1.13,0.4424778761061947,0.3274336283185841,0.08849557522123895,2010
1825,Rocksmith,X360,2011.0,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12,1.1300000000000001,0.743362831858407,0.17699115044247787,0.008849557522123894,2010
1826,Disney Infinity 2.0: Marvel Super Heroes,X360,2014.0,Action,Disney Interactive Studios,0.62,0.4,0.0,0.1,1.12,1.12,0.5535714285714285,0.35714285714285715,0.0,2010
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,1.12,0.9196428571428571,0.0,0.008928571428571428,2000
1828,Call Of Duty 2: Big Red One,XB,2005.0,Shooter,Activision,0.66,0.4,0.0,0.05,1.12,1.11,0.5945945945945945,0.36036036036036034,0.0,2000
1829,Yoshi's Cookie,NES,1992.0,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12,1.12,0.3660714285714285,0.05357142857142856,0.5625,1990
1830,Guitar Hero 5,PS2,2009.0,Misc,Activision,0.28,0.3,0.0,0.54,1.12,1.12,0.25,0.26785714285714285,0.0,2000
1831,Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,1.12,0.0,1.0,0.0,2000
1832,Spider-Man 2,XB,2004.0,Action,Activision,0.82,0.26,0.0,0.04,1.12,1.12,0.732142857142857,0.23214285714285712,0.0,2000
1833,Counter-Strike,XB,2003.0,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,1.12,0.7589285714285713,0.20535714285714285,0.0,2000
1834,Mad Max (2015),PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11,1.1099999999999999,0.28828828828828834,0.5225225225225225,0.03603603603603604,2010
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007.0,Action,Activision,0.63,0.37,0.0,0.11,1.11,1.11,0.5675675675675675,0.3333333333333333,0.0,2000
1836,GRID,PS3,2008.0,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11,1.1099999999999999,0.2792792792792793,0.5135135135135135,0.02702702702702703,2000
1837,Guitar Hero Encore: Rocks The 80s,PS2,2007.0,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,1.11,0.8288288288288288,0.036036036036036036,0.0,2000
1838,Sunset Overdrive,XOne,2014.0,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,1.1,0.5636363636363636,0.36363636363636365,0.0,2010
1839,Rock Band,PS2,,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11,1.12,0.6339285714285713,0.05357142857142856,0.0,
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,1.11,0.6126126126126126,0.34234234234234234,0.0,2000
1841,Donkey Kong Jr.,NES,1983.0,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,1.11,0.29729729729729726,0.06306306306306306,0.6306306306306305,1980
1842,Arc the Lad,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11,1.11,0.0,0.0,0.990990990990991,1990
1843,NBA Jam Tournament Edition,GEN,1994.0,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11,1.1199999999999999,0.8482142857142858,0.12500000000000003,0.0,1990
1844,Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11,1.12,0.48214285714285715,0.4107142857142857,0.0,2000
1845,Pikmin 3,WiiU,2013.0,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,1.11,0.4054054054054054,0.27927927927927926,0.2612612612612612,2010
1846,Legend of Mana,PS,1999.0,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11,1.11,0.16216216216216214,0.11711711711711711,0.6576576576576576,1990
1847,Lumines: Puzzle Fusion,PSP,2004.0,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.11,1.1,0.4727272727272727,0.3181818181818181,0.0,2000
1848,Toy Story 3: The Video Game,PS3,2010.0,Action,Disney Interactive Studios,0.51,0.42,0.0,0.17,1.11,1.0999999999999999,0.4636363636363637,0.38181818181818183,0.0,2010
1849,Guitar Hero 5,PS3,2009.0,Misc,Activision,0.53,0.4,0.0,0.17,1.1,1.1,0.4818181818181818,0.36363636363636365,0.0,2000
1850,Megamania,2600,1981.0,Shooter,Activision,1.03,0.06,0.0,0.01,1.1,1.1,0.9363636363636363,0.054545454545454536,0.0,1980
1851,Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1,1.1099999999999999,0.4054054054054055,0.47747747747747754,0.00900900900900901,2000
1852,The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Nintendo,0.52,0.33,0.17,0.08,1.1,1.1,0.4727272727272727,0.3,0.15454545454545454,2010
1853,Jungle Hunt,2600,1982.0,Platform,Atari,1.03,0.06,0.0,0.01,1.1,1.1,0.9363636363636363,0.054545454545454536,0.0,1980
1854,Triple Play 98,PS,1997.0,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1,1.1,0.5545454545454545,0.3818181818181818,0.0,1990
1855,LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0.0,0.21,1.1,1.1,0.3272727272727272,0.4818181818181818,0.0,2010
1856,Petz Dogz 2,DS,2007.0,Simulation,Ubisoft,0.47,0.52,0.0,0.12,1.1,1.1099999999999999,0.42342342342342343,0.4684684684684685,0.0,2000
1857,WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,THQ,0.44,0.46,0.01,0.18,1.1,1.09,0.40366972477064217,0.4220183486238532,0.009174311926605503,2010
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,1.0,1990
1859,Lode Runner,NES,1984.0,Puzzle,Hudson Soft,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,1.0,1980
1860,The Final Fantasy Legend,GB,1989.0,Role-Playing,SquareSoft,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,1.0,1980
1861,Famicom Jump: Eiyuu Retsuden,NES,1989.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.1,0.0,1.1,1.1,0.0,0.0,1.0,1980
1862,F-Zero X,N64,1998.0,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1,1.1,0.40909090909090906,0.3,0.2636363636363636,1990
1863,Popeye,NES,1983.0,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1,1.1,0.4636363636363636,0.10909090909090907,0.40909090909090906,1980
1864,NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1,1.1,0.8363636363636363,0.0818181818181818,0.0,2000
1865,NBA Live 2001,PS2,2001.0,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,1.09,0.4770642201834862,0.3669724770642202,0.03669724770642201,2000
1866,SingStar Legends,PS2,2006.0,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1,1.1,0.10909090909090907,0.6818181818181818,0.0,2000
1867,SingStar Rocks!,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.1,1.0899999999999999,0.0,0.7706422018348624,0.0,2000
1868,Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,1.1,0.4909090909090909,0.1909090909090909,0.2818181818181818,2000
1869,Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1,1.1,0.4909090909090909,0.3,0.00909090909090909,2000
1870,Star Ocean: The Second Story,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,1.1,0.23636363636363636,0.09090909090909091,0.6545454545454544,1990
1871,Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1,1.1,0.2818181818181818,0.19999999999999998,0.40909090909090906,2010
1872,Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.41,0.0,0.25,1.09,1.0899999999999999,0.3944954128440367,0.3761467889908257,0.0,2000
1873,Imagine: Babysitters,DS,2008.0,Simulation,Ubisoft,0.63,0.36,0.0,0.1,1.09,1.09,0.5779816513761468,0.33027522935779813,0.0,2000
1874,The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09,1.1,0.21818181818181814,0.5,0.0,2000
1875,Yakuza 2,PS2,2006.0,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,1.0899999999999999,0.04587155963302753,0.03669724770642203,0.7706422018348624,2000
1876,Skate 2,X360,2009.0,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,1.09,0.7522935779816513,0.1559633027522936,0.009174311926605503,2000
1877,Dragon Ball Z: The Legacy of Goku II,GBA,2003.0,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,1.09,0.7155963302752293,0.2660550458715596,0.0,2000
1878,Virtua Fighter 5,PS3,2007.0,Fighting,Sega,0.29,0.52,0.08,0.2,1.09,1.09,0.2660550458715596,0.4770642201834862,0.07339449541284403,2000
1879,NFL 2K1,DC,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09,1.09,0.9357798165137614,0.045871559633027525,0.0,2000
1880,BeatMania,PS,1998.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02,1.09,1.09,0.0,0.0,0.981651376146789,1990
1881,Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09,1.0899999999999999,0.6880733944954129,0.1651376146788991,0.0,2000
1882,LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,LucasArts,0.96,0.04,0.0,0.08,1.09,1.08,0.8888888888888888,0.037037037037037035,0.0,2000
1883,Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,1.09,0.9357798165137614,0.018348623853211007,0.0,2000
1884,Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,1.09,0.009174311926605503,0.8899082568807338,0.0,2000
1885,The Godfather,PS2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,1.08,0.8240740740740741,0.027777777777777776,0.009259259259259259,2000
1886,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09,1.09,0.5596330275229358,0.33944954128440363,0.0,2000
1887,Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,1.0899999999999999,0.4862385321100918,0.3853211009174312,0.0,2000
1888,Densha De Go!,PS,1997.0,Simulation,Taito,0.0,0.0,1.02,0.07,1.09,1.09,0.0,0.0,0.9357798165137614,1990
1889,Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09,1.09,0.5871559633027522,0.25688073394495414,0.03669724770642201,2010
1890,Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.44,0.54,0.0,0.11,1.09,1.09,0.40366972477064217,0.4954128440366972,0.0,2010
1891,Skylanders Giants,PS3,2012.0,Action,Activision,0.35,0.52,0.0,0.22,1.09,1.09,0.3211009174311926,0.4770642201834862,0.0,2010
1892,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,1.0899999999999999,0.4036697247706423,0.43119266055045874,0.08256880733944955,2000
1893,NFL Blitz 2000,PS,1998.0,Sports,Midway Games,0.6,0.41,0.0,0.07,1.09,1.08,0.5555555555555555,0.3796296296296296,0.0,1990
1894,Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.26,0.0,0.09,1.09,1.09,0.6788990825688073,0.2385321100917431,0.0,2010
1895,NASCAR Thunder 2004,PS2,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,1.08,0.49074074074074076,0.3796296296296296,0.0,2000
1896,Prince of Persia,PS3,2008.0,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08,1.0899999999999999,0.43119266055045874,0.3761467889908257,0.027522935779816515,2000
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002.0,Platform,THQ,0.53,0.41,0.0,0.14,1.08,1.08,0.49074074074074076,0.3796296296296296,0.0,2000
1898,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,1.08,0.3333333333333333,0.5925925925925926,0.0,2010
1899,The Biggest Loser,Wii,2009.0,Sports,THQ,0.87,0.12,0.0,0.09,1.08,1.08,0.8055555555555555,0.1111111111111111,0.0,2000
1900,Fisherman's Bass Club,PS2,2002.0,Sports,Agetec,0.53,0.41,0.0,0.14,1.08,1.08,0.49074074074074076,0.3796296296296296,0.0,2000
1901,MySims Agents,DS,2009.0,Adventure,Electronic Arts,0.55,0.43,0.0,0.11,1.08,1.09,0.5045871559633027,0.39449541284403666,0.0,2000
1902,Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.48,0.32,0.2,0.09,1.08,1.09,0.4403669724770642,0.2935779816513761,0.1834862385321101,2000
1903,NCAA Football 13,X360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08,1.08,0.9444444444444444,0.0,0.0,2010
1904,Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08,1.09,0.25688073394495414,0.4587155963302752,0.027522935779816512,2000
1905,FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.08,1.0699999999999998,0.24299065420560753,0.6448598130841122,0.0,2010
1906,The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08,1.09,0.25688073394495414,0.5412844036697247,0.0,2000
